序号,学校名称,所在省,机构/学校编号,所在地市,主管部门,办学层次,办学性质,机构/学校标签,备注2,,,,,,,
302,山西工程技术学院,山西省,SX_032,阳泉市,山西省,本科,公办,,,,,,,,,
303,山西能源学院,山西省,SX_033,晋中市,山西省,本科,公办,,,,,,,,,
304,山西省财政税务专科学校,山西省,SX_034,太原市,山西省,专科,公办,,,,,,,,,
305,长治职业技术学院,山西省,SX_035,长治市,山西省,专科,公办,,,,,,,,,
306,山西艺术职业学院,山西省,SX_036,太原市,山西省,专科,公办,,,,,,,,,
307,晋城职业技术学院,山西省,SX_037,晋城市,山西省,专科,公办,,,,,,,,,
308,山西建筑职业技术学院,山西省,SX_038,太原市,山西省,专科,公办,,,,,,,,,
309,山西药科职业学院,山西省,SX_039,太原市,山西省,专科,公办,,,,,,,,,
310,山西工程职业技术学院,山西省,SX_040,太原市,山西省,专科,公办,,,,,,,,,
311,山西交通职业技术学院,山西省,SX_041,太原市,山西省,专科,公办,,,,,,,,,
312,大同煤炭职业技术学院,山西省,SX_042,大同市,山西省,专科,公办,,,,,,,,,
313,山西机电职业技术学院,山西省,SX_043,长治市,山西省,专科,公办,,,,,,,,,
314,山西戏剧职业学院,山西省,SX_044,太原市,山西省,专科,公办,,,,,,,,,
315,山西财贸职业技术学院,山西省,SX_045,太原市,山西省,专科,公办,,,,,,,,,
316,山西林业职业技术学院,山西省,SX_046,太原市,山西省,专科,公办,,,,,,,,,
317,山西水利职业技术学院,山西省,SX_047,运城市,山西省,专科,公办,,,,,,,,,
318,阳泉职业技术学院,山西省,SX_048,阳泉市,山西省,专科,公办,,,,,,,,,
319,临汾职业技术学院,山西省,SX_049,临汾市,山西省,专科,公办,,,,,,,,,
320,山西职业技术学院,山西省,SX_050,太原市,山西省,专科,公办,,,,,,,,,
321,山西煤炭职业技术学院,山西省,SX_051,太原市,山西省,专科,公办,,,,,,,,,
322,山西金融职业学院,山西省,SX_052,太原市,山西省,专科,公办,,,,,,,,,
323,太原城市职业技术学院,山西省,SX_053,太原市,山西省,专科,公办,,,,,,,,,
324,山西信息职业技术学院,山西省,SX_054,临汾市,山西省教育厅,专科,民办,,,,,,,,,
325,山西体育职业学院,山西省,SX_055,太原市,山西省,专科,公办,,,,,,,,,
326,山西警官职业学院,山西省,SX_056,太原市,山西省,专科,公办,,,,,,,,,
327,山西国际商务职业学院,山西省,SX_057,太原市,山西省,专科,公办,,,,,,,,,
328,潞安职业技术学院,山西省,SX_058,长治市,山西省,专科,公办,,,,,,,,,
329,太原旅游职业学院,山西省,SX_059,太原市,山西省,专科,公办,,,,,,,,,
330,山西旅游职业学院,山西省,SX_060,太原市,山西省,专科,公办,,,,,,,,,
331,山西管理职业学院,山西省,SX_061,临汾市,山西省,专科,公办,,,,,,,,,
332,山西电力职业技术学院,山西省,SX_062,太原市,山西省,专科,公办,,,,,,,,,
333,忻州职业技术学院,山西省,SX_063,忻州市,山西省,专科,公办,,,,,,,,,
334,山西同文职业技术学院,山西省,SX_064,晋中市,山西省教育厅,专科,民办,,,,,,,,,
335,晋中职业技术学院,山西省,SX_065,晋中市,山西省,专科,公办,,,,,,,,,
336,山西华澳商贸职业学院,山西省,SX_066,晋中市,山西省教育厅,专科,民办,,,,,,,,,
337,山西运城农业职业技术学院,山西省,SX_067,运城市,山西省,专科,公办,,,,,,,,,
338,运城幼儿师范高等专科学校,山西省,SX_068,运城市,山西省,专科,公办,,,,,,,,,
339,山西老区职业技术学院,山西省,SX_069,太原市,山西省教育厅,专科,民办,,,,,,,,,
340,山西经贸职业学院,山西省,SX_070,太原市,山西省,专科,公办,,,,,,,,,
341,朔州职业技术学院,山西省,SX_071,朔州市,山西省,专科,公办,,,,,,,,,
342,运城职业技术学院,山西省,SX_072,运城市,山西省教育厅,专科,民办,,,,,,,,,
343,山西轻工职业技术学院,山西省,SX_073,太原市,山西省,专科,公办,,,,,,,,,
344,晋中师范高等专科学校,山西省,SX_074,晋中市,山西省,专科,公办,,,,,,,,,
345,阳泉师范高等专科学校,山西省,SX_075,阳泉市,山西省,专科,公办,,,,,,,,,
346,山西青年职业学院,山西省,SX_076,太原市,山西省,专科,公办,,,,,,,,,
347,运城护理职业学院,山西省,SX_077,运城市,山西省,专科,公办,,,,,,,,,
348,运城师范高等专科学校,山西省,SX_078,运城市,山西省,专科,公办,,,,,,,,,
349,朔州师范高等专科学校,山西省,SX_079,朔州市,山西省,专科,公办,,,,,,,,,
350,吕梁职业技术学院,山西省,SX_080,吕梁市,山西省,专科,公办,,,,,,,,,
351,内蒙古大学,内蒙古自治区,NM_001,呼和浩特市,内蒙古自治区,本科,公办,211,内蒙古自治区（53所）,,,,,,,
352,内蒙古科技大学,内蒙古自治区,NM_002,包头市,内蒙古自治区,本科,公办,,,,,,,,,
353,内蒙古工业大学,内蒙古自治区,NM_003,呼和浩特市,内蒙古自治区,本科,公办,,,,,,,,,
354,内蒙古农业大学,内蒙古自治区,NM_004,呼和浩特市,内蒙古自治区,本科,公办,,,,,,,,,
355,内蒙古医科大学,内蒙古自治区,NM_005,呼和浩特市,内蒙古自治区,本科,公办,,,,,,,,,
356,内蒙古师范大学,内蒙古自治区,NM_006,呼和浩特市,内蒙古自治区,本科,公办,,,,,,,,,
357,内蒙古民族大学,内蒙古自治区,NM_007,通辽市,内蒙古自治区,本科,公办,,,,,,,,,
358,赤峰学院,内蒙古自治区,NM_008,赤峰市,内蒙古自治区,本科,公办,,,,,,,,,
359,内蒙古财经大学,内蒙古自治区,NM_009,呼和浩特市,内蒙古自治区,本科,公办,,,,,,,,,
360,呼伦贝尔学院,内蒙古自治区,NM_010,呼伦贝尔市,内蒙古自治区,本科,公办,,,,,,,,,
361,集宁师范学院,内蒙古自治区,NM_011,乌兰察布市,内蒙古自治区,本科,公办,,,,,,,,,
362,河套学院,内蒙古自治区,NM_012,巴彦淖尔市,内蒙古自治区,本科,公办,,,,,,,,,
363,呼和浩特民族学院,内蒙古自治区,NM_013,呼和浩特市,内蒙古自治区,本科,公办,,,,,,,,,
364,内蒙古大学创业学院,内蒙古自治区,NM_014,呼和浩特市,内蒙古自治区教育厅,本科,民办,,,,,,,,,
365,内蒙古师范大学鸿德学院,内蒙古自治区,NM_015,呼和浩特市,内蒙古自治区教育厅,本科,民办,,,,,,,,,
366,内蒙古艺术学院,内蒙古自治区,NM_016,呼和浩特市,内蒙古自治区,本科,公办,,,,,,,,,
367,鄂尔多斯应用技术学院,内蒙古自治区,NM_017,鄂尔多斯市,内蒙古自治区,本科,公办,,,,,,,,,
368,内蒙古建筑职业技术学院,内蒙古自治区,NM_018,呼和浩特市,内蒙古自治区,专科,公办,,,,,,,,,
369,内蒙古丰州职业学院,内蒙古自治区,NM_019,呼和浩特市,内蒙古自治区教育厅,专科,民办,,,,,,,,,
370,包头职业技术学院,内蒙古自治区,NM_020,包头市,内蒙古自治区,专科,公办,,,,,,,,,
371,兴安职业技术学院,内蒙古自治区,NM_021,兴安盟,内蒙古自治区,专科,公办,,,,,,,,,
372,呼和浩特职业学院,内蒙古自治区,NM_022,呼和浩特市,内蒙古自治区,专科,公办,,,,,,,,,
373,包头轻工职业技术学院,内蒙古自治区,NM_023,包头市,内蒙古自治区,专科,公办,,,,,,,,,
374,内蒙古电子信息职业技术学院,内蒙古自治区,NM_024,呼和浩特市,内蒙古自治区,专科,公办,,,,,,,,,
375,内蒙古机电职业技术学院,内蒙古自治区,NM_025,呼和浩特市,内蒙古自治区,专科,公办,,,,,,,,,
376,内蒙古化工职业学院,内蒙古自治区,NM_026,呼和浩特市,内蒙古自治区,专科,公办,,,,,,,,,
377,内蒙古商贸职业学院,内蒙古自治区,NM_027,呼和浩特市,内蒙古自治区,专科,公办,,,,,,,,,
378,锡林郭勒职业学院,内蒙古自治区,NM_028,锡林郭勒盟,内蒙古自治区,专科,公办,,,,,,,,,
379,内蒙古警察职业学院,内蒙古自治区,NM_029,呼和浩特市,内蒙古自治区,专科,公办,,,,,,,,,
380,内蒙古体育职业学院,内蒙古自治区,NM_030,呼和浩特市,内蒙古自治区,专科,公办,,,,,,,,,
381,乌兰察布职业学院,内蒙古自治区,NM_031,乌兰察布市,内蒙古自治区,专科,公办,,,,,,,,,
382,通辽职业学院,内蒙古自治区,NM_032,通辽市,内蒙古自治区,专科,公办,,,,,,,,,
383,科尔沁艺术职业学院,内蒙古自治区,NM_033,通辽市,内蒙古自治区,专科,公办,,,,,,,,,
384,内蒙古交通职业技术学院,内蒙古自治区,NM_034,赤峰市,内蒙古自治区,专科,公办,,,,,,,,,
385,包头钢铁职业技术学院,内蒙古自治区,NM_035,包头市,内蒙古自治区,专科,公办,,,,,,,,,
386,乌海职业技术学院,内蒙古自治区,NM_036,乌海市,内蒙古自治区,专科,公办,,,,,,,,,
387,内蒙古科技职业学院,内蒙古自治区,NM_037,呼和浩特市,内蒙古自治区教育厅,专科,民办,,,,,,,,,
388,内蒙古北方职业技术学院,内蒙古自治区,NM_038,呼和浩特市,内蒙古自治区教育厅,专科,民办,,,,,,,,,
389,赤峰职业技术学院,内蒙古自治区,NM_039,赤峰市,内蒙古自治区教育厅,专科,民办,,,,,,,,,
390,内蒙古经贸外语职业学院,内蒙古自治区,NM_040,呼和浩特市,内蒙古自治区教育厅,专科,民办,,,,,,,,,
391,包头铁道职业技术学院,内蒙古自治区,NM_041,包头市,内蒙古自治区,专科,公办,,,,,,,,,
392,乌兰察布医学高等专科学校,内蒙古自治区,NM_042,乌兰察布市,内蒙古自治区,专科,公办,,,,,,,,,
393,鄂尔多斯职业学院,内蒙古自治区,NM_043,鄂尔多斯市,内蒙古自治区,专科,公办,,,,,,,,,
394,内蒙古工业职业学院,内蒙古自治区,NM_044,呼和浩特市,内蒙古自治区教育厅,专科,民办,,,,,,,,,
395,呼伦贝尔职业技术学院,内蒙古自治区,NM_045,呼伦贝尔市,内蒙古自治区,专科,公办,,,,,,,,,
396,满洲里俄语职业学院,内蒙古自治区,NM_046,呼伦贝尔市,内蒙古自治区,专科,公办,,,,,,,,,
397,内蒙古能源职业学院,内蒙古自治区,NM_047,呼和浩特市,内蒙古自治区教育厅,专科,民办,,,,,,,,,
398,赤峰工业职业技术学院,内蒙古自治区,NM_048,赤峰市,内蒙古自治区,专科,公办,,,,,,,,,
399,阿拉善职业技术学院,内蒙古自治区,NM_049,阿拉善盟,内蒙古自治区,专科,公办,,,,,,,,,
400,内蒙古美术职业学院,内蒙古自治区,NM_050,巴彦淖尔市,内蒙古自治区教育厅,专科,民办,,,,,,,,,
401,"内蒙古民族幼儿师范
高等专科学校",内蒙古自治区,NM_051,鄂尔多斯市,内蒙古自治区,专科,公办,,,,,,,,,
402,鄂尔多斯生态环境职业学院,内蒙古自治区,NM_052,鄂尔多斯市,内蒙古自治区,专科,公办,,,,,,,,,
403,扎兰屯职业学院,内蒙古自治区,NM_053,呼伦贝尔市,内蒙古自治区,专科,公办,,,,,,,,,
404,辽宁大学,辽宁省,LN_001,沈阳市,辽宁省,本科,公办,211,辽宁省（115所）,,,,,,,
405,大连理工大学,辽宁省,LN_002,大连市,教育部,本科,公办,211,,,,,,,,
406,沈阳工业大学,辽宁省,LN_003,沈阳市,辽宁省,本科,公办,,,,,,,,,
407,沈阳航空航天大学,辽宁省,LN_004,沈阳市,辽宁省,本科,公办,,,,,,,,,
408,沈阳理工大学,辽宁省,LN_005,沈阳市,辽宁省,本科,公办,,,,,,,,,
409,东北大学,辽宁省,LN_006,沈阳市,教育部,本科,公办,211/985,,,,,,,,
410,辽宁科技大学,辽宁省,LN_007,鞍山市,辽宁省,本科,公办,,,,,,,,,
411,辽宁工程技术大学,辽宁省,LN_008,阜新市,辽宁省,本科,公办,,,,,,,,,
412,辽宁石油化工大学,辽宁省,LN_009,抚顺市,辽宁省,本科,公办,,,,,,,,,
413,沈阳化工大学,辽宁省,LN_010,沈阳市,辽宁省,本科,公办,,,,,,,,,
414,大连交通大学,辽宁省,LN_011,大连市,辽宁省,本科,公办,,,,,,,,,
415,大连海事大学,辽宁省,LN_012,大连市,交通运输部,本科,公办,,,,,,,,,
416,大连工业大学,辽宁省,LN_013,大连市,辽宁省,本科,公办,,,,,,,,,
417,沈阳建筑大学,辽宁省,LN_014,沈阳市,辽宁省,本科,公办,,,,,,,,,
418,辽宁工业大学,辽宁省,LN_015,锦州市,辽宁省,本科,公办,,,,,,,,,
419,沈阳农业大学,辽宁省,LN_016,沈阳市,辽宁省,本科,公办,,,,,,,,,
420,大连海洋大学,辽宁省,LN_017,大连市,辽宁省,本科,公办,,,,,,,,,
421,中国医科大学,辽宁省,LN_018,沈阳市,辽宁省,本科,公办,,,,,,,,,
422,锦州医科大学,辽宁省,LN_019,锦州市,辽宁省,本科,公办,,,,,,,,,
423,大连医科大学,辽宁省,LN_020,大连市,辽宁省,本科,公办,,,,,,,,,
424,辽宁中医药大学,辽宁省,LN_021,沈阳市,辽宁省,本科,公办,,,,,,,,,
425,沈阳药科大学,辽宁省,LN_022,沈阳市,辽宁省,本科,公办,,,,,,,,,
426,沈阳医学院,辽宁省,LN_023,沈阳市,辽宁省,本科,公办,,,,,,,,,
427,辽宁师范大学,辽宁省,LN_024,大连市,辽宁省,本科,公办,,,,,,,,,
428,沈阳师范大学,辽宁省,LN_025,沈阳市,辽宁省,本科,公办,,,,,,,,,
429,渤海大学,辽宁省,LN_026,锦州市,辽宁省,本科,公办,,,,,,,,,
430,鞍山师范学院,辽宁省,LN_027,鞍山市,辽宁省,本科,公办,,,,,,,,,
431,大连外国语大学,辽宁省,LN_028,大连市,辽宁省,本科,公办,,,,,,,,,
432,东北财经大学,辽宁省,LN_029,大连市,辽宁省,本科,公办,,,,,,,,,
433,中国刑事警察学院,辽宁省,LN_030,沈阳市,公安部,本科,公办,,,,,,,,,
434,沈阳体育学院,辽宁省,LN_031,沈阳市,辽宁省,本科,公办,,,,,,,,,
435,沈阳音乐学院,辽宁省,LN_032,沈阳市,辽宁省,本科,公办,,,,,,,,,
436,鲁迅美术学院,辽宁省,LN_033,沈阳市,辽宁省,本科,公办,,,,,,,,,
437,辽宁对外经贸学院,辽宁省,LN_034,大连市,辽宁省教育厅,本科,民办,,,,,,,,,
438,沈阳大学,辽宁省,LN_035,沈阳市,辽宁省,本科,公办,,,,,,,,,
439,大连大学,辽宁省,LN_036,大连市,辽宁省,本科,公办,,,,,,,,,
440,辽宁科技学院,辽宁省,LN_037,本溪市,辽宁省,本科,公办,,,,,,,,,
441,辽宁警察学院,辽宁省,LN_038,大连市,辽宁省,本科,公办,,,,,,,,,
442,沈阳工程学院,辽宁省,LN_039,沈阳市,辽宁省,本科,公办,,,,,,,,,
443,辽东学院,辽宁省,LN_040,丹东市,辽宁省,本科,公办,,,,,,,,,
444,大连民族大学,辽宁省,LN_041,大连市,国家民委,本科,公办,,,,,,,,,
445,大连理工大学城市学院,辽宁省,LN_042,大连市,辽宁省教育厅,本科,民办,,,,,,,,,
446,沈阳工业大学工程学院,辽宁省,LN_043,辽阳市,辽宁省教育厅,本科,民办,,,,,,,,,
447,"沈阳航空航天大学北方科技
学院",辽宁省,LN_044,沈阳市,辽宁省教育厅,本科,民办,,,,,,,,,
448,沈阳工学院,辽宁省,LN_045,沈阳市,辽宁省教育厅,本科,民办,,,,,,,,,
449,"大连工业大学艺术与信息工程
学院",辽宁省,LN_046,大连市,辽宁省教育厅,本科,民办,,,,,,,,,
450,大连科技学院,辽宁省,LN_047,大连市,辽宁省教育厅,本科,民办,,,,,,,,,
451,沈阳城市建设学院,辽宁省,LN_048,沈阳市,辽宁省教育厅,本科,民办,,,,,,,,,
452,中国医科大学临床医药学院,辽宁省,LN_049,沈阳市,辽宁省教育厅,本科,民办,,,,,,,,,
453,大连医科大学中山学院,辽宁省,LN_050,大连市,辽宁省教育厅,本科,民办,,,,,,,,,
454,锦州医科大学医疗学院,辽宁省,LN_051,锦州市,辽宁省教育厅,本科,民办,,,,,,,,,
455,辽宁师范大学海华学院,辽宁省,LN_052,沈阳市,辽宁省教育厅,本科,民办,,,,,,,,,
456,辽宁理工学院,辽宁省,LN_053,锦州市,辽宁省教育厅,本科,民办,,,,,,,,,
457,大连财经学院,辽宁省,LN_054,大连市,辽宁省教育厅,本科,民办,,,,,,,,,
458,沈阳城市学院,辽宁省,LN_055,沈阳市,辽宁省教育厅,本科,民办,,,,,,,,,
459,"辽宁石油化工大学顺华能源
学院",辽宁省,LN_056,抚顺市,辽宁省教育厅,本科,民办,,,,,,,,,
460,大连艺术学院,辽宁省,LN_057,大连市,辽宁省教育厅,本科,民办,,,,,,,,,
461,辽宁中医药大学杏林学院,辽宁省,LN_058,沈阳市,辽宁省教育厅,本科,民办,,,,,,,,,
462,辽宁何氏医学院,辽宁省,LN_059,沈阳市,辽宁省教育厅,本科,民办,,,,,,,,,
463,沈阳科技学院,辽宁省,LN_060,沈阳市,辽宁省教育厅,本科,民办,,,,,,,,,
464,大连东软信息学院,辽宁省,LN_061,大连市,辽宁省教育厅,本科,民办,,,,,,,,,
465,辽宁财贸学院,辽宁省,LN_062,葫芦岛市,辽宁省教育厅,本科,民办,,,,,,,,,
466,辽宁传媒学院,辽宁省,LN_063,沈阳市,辽宁省教育厅,本科,民办,,,,,,,,,
467,营口理工学院,辽宁省,LN_064,营口市,辽宁省,本科,公办,,,,,,,,,
468,朝阳师范高等专科学校,辽宁省,LN_065,朝阳市,辽宁省,专科,公办,,,,,,,,,
469,抚顺师范高等专科学校,辽宁省,LN_066,抚顺市,辽宁省,专科,公办,,,,,,,,,
470,锦州师范高等专科学校,辽宁省,LN_067,锦州市,辽宁省,专科,公办,,,,,,,,,
471,营口职业技术学院,辽宁省,LN_068,营口市,辽宁省,专科,公办,,,,,,,,,
472,铁岭师范高等专科学校,辽宁省,LN_069,铁岭市,辽宁省,专科,公办,,,,,,,,,
473,大连职业技术学院,辽宁省,LN_070,大连市,辽宁省,专科,公办,,,,,,,,,
474,辽宁农业职业技术学院,辽宁省,LN_071,营口市,辽宁省,专科,公办,,,,,,,,,
